FinalComple Comple Symm FIFOSlowdown FIFOUnfairness FairSlowdown FairUnfairness DRFSlowdown DRFUnfairness PerfSlowdown PerfUnfairness 
0.111 0.535 0.455 0.104 0.453 0.082 0.070 0.061 0.000 0.000 1.112
0.068 0.400 0.412 0.124 0.284 0.115 0.090 0.081 0.000 0.000 0.224
0.225 0.314 0.846 0.164 0.428 0.169 0.095 0.085 0.000 0.000 0.420
0.026 0.192 0.371 0.116 0.652 0.080 0.102 0.031 0.000 0.000 0.790
0.036 0.173 0.455 0.075 0.140 0.108 0.092 0.059 0.000 0.000 0.123
0.051 0.298 0.412 0.080 1.079 0.071 0.082 0.044 0.000 0.000 0.883
0.048 0.282 0.412 0.091 0.908 0.108 0.035 0.048 0.000 0.000 0.746
0.158 0.526 0.548 0.118 1.166 0.052 0.051 0.000 0.000 0.000 1.101
0.115 0.678 0.412 0.105 0.312 0.150 0.155 0.093 0.000 0.000 0.255
0.000 0.052 0.043 0.012 0.106 0.037 0.008 0.039 0.000 0.000 0.165
0.000 0.220 0.043 0.000 0.068 0.047 0.001 0.047 0.000 0.035 0.092
0.000 0.008 0.043 0.033 0.697 0.022 0.011 0.027 0.000 0.000 0.965
0.000 0.077 0.043 0.009 0.230 0.024 0.003 0.033 0.000 0.000 0.735
0.000 0.019 0.043 0.000 0.422 0.000 0.008 0.029 0.000 0.013 1.265
0.017 0.046 0.600 0.007 0.314 0.049 0.011 0.047 0.000 0.000 0.268
0.000 0.000 0.000 0.000 0.477 0.012 0.000 0.012 0.000 0.000 0.477
0.001 0.145 0.091 0.027 0.234 0.061 0.000 0.061 0.000 0.000 0.212
0.000 0.004 0.021 0.002 0.431 0.000 0.002 0.000 0.000 0.002 0.431
0.000 0.176 0.043 0.019 0.271 0.000 0.005 0.000 0.000 0.005 0.246
0.001 0.171 0.091 0.030 0.406 0.048 0.009 0.053 0.000 0.000 0.596
0.007 0.517 0.116 0.074 0.331 0.007 0.009 0.007 0.000 0.000 0.506
0.001 0.156 0.091 0.000 0.274 0.000 0.009 0.000 0.000 0.009 0.384
0.000 0.096 0.067 0.067 0.870 0.048 0.005 0.055 0.000 0.000 1.328
0.000 0.036 0.116 0.010 0.681 0.041 0.010 0.025 0.000 0.000 0.692
0.024 0.066 0.600 0.033 0.579 0.041 0.019 0.015 0.000 0.000 0.582
0.000 0.024 0.043 0.032 1.133 0.027 0.010 0.027 0.000 0.000 1.012
0.002 0.184 0.116 0.071 0.293 0.039 0.008 0.037 0.000 0.000 0.190
0.001 0.152 0.091 0.017 0.198 0.032 0.004 0.020 0.000 0.000 0.190
0.021 0.728 0.171 0.028 0.856 0.028 0.003 0.030 0.000 0.000 0.799
0.002 0.263 0.091 0.057 0.532 0.034 0.004 0.049 0.000 0.000 1.250
0.000 0.008 0.043 0.009 0.322 0.031 0.001 0.029 0.000 0.000 0.595
0.002 0.162 0.116 0.037 0.453 0.017 0.005 0.012 0.000 0.000 0.410
0.003 0.150 0.143 0.021 0.649 0.039 0.004 0.048 0.000 0.000 1.332
0.000 0.019 0.043 0.005 0.303 0.038 0.003 0.033 0.000 0.000 0.276
0.048 0.112 0.655 0.056 0.770 0.046 0.017 0.040 0.000 0.000 1.074
0.000 0.041 0.067 0.011 0.474 0.007 0.000 0.013 0.000 0.000 1.714
0.004 0.213 0.143 0.077 0.197 0.058 0.015 0.053 0.000 0.000 0.131
0.001 0.200 0.067 0.039 0.217 0.042 0.005 0.037 0.000 0.000 0.176
0.001 0.166 0.067 0.029 0.165 0.036 0.003 0.039 0.000 0.000 0.136
0.028 0.529 0.231 0.174 0.369 0.032 0.016 0.041 0.000 0.000 0.628
0.005 0.376 0.116 0.000 0.172 0.017 0.002 0.019 0.000 0.004 0.420
0.005 0.267 0.143 0.110 0.415 0.076 0.022 0.076 0.000 0.000 0.771
0.010 0.184 0.231 0.034 0.505 0.005 0.012 0.000 0.000 0.000 0.717
0.003 0.062 0.231 0.005 0.426 0.000 0.006 0.010 0.000 0.003 1.025
0.042 0.082 0.714 0.055 0.350 0.024 0.012 0.038 0.000 0.000 0.438
0.010 0.149 0.263 0.065 0.492 0.110 0.009 0.110 0.000 0.000 1.214
0.003 0.243 0.116 0.055 0.762 0.074 0.008 0.085 0.000 0.000 0.631
0.020 0.500 0.200 0.100 0.173 0.018 0.007 0.016 0.000 0.000 0.280
0.021 0.306 0.263 0.048 0.219 0.000 0.007 0.002 0.000 0.005 0.189
0.033 0.475 0.263 0.103 0.439 0.018 0.014 0.032 0.000 0.000 0.706
0.012 0.411 0.171 0.079 0.574 0.026 0.016 0.029 0.000 0.000 1.204
0.006 0.195 0.171 0.060 0.677 0.013 0.012 0.018 0.000 0.000 1.022
0.004 0.266 0.116 0.068 0.338 0.047 0.001 0.055 0.000 0.000 0.540
0.011 0.152 0.263 0.103 0.145 0.116 0.017 0.121 0.000 0.000 0.116
0.041 0.095 0.655 0.036 0.396 0.038 0.020 0.038 0.000 0.000 1.203
0.005 0.119 0.200 0.056 0.167 0.072 0.008 0.072 0.000 0.000 0.716
0.006 0.270 0.143 0.132 0.911 0.124 0.007 0.098 0.000 0.000 0.644
0.042 0.479 0.297 0.060 0.310 0.033 0.012 0.030 0.000 0.000 0.405
0.032 0.461 0.263 0.069 0.667 0.032 0.009 0.000 0.000 0.007 0.473
0.074 0.834 0.297 0.220 0.309 0.090 0.024 0.107 0.000 0.000 0.638
0.113 0.816 0.371 0.121 0.475 0.021 0.027 0.000 0.000 0.015 0.814
0.065 0.383 0.412 0.199 0.333 0.020 0.027 0.048 0.000 0.000 0.466
0.022 0.250 0.297 0.119 0.209 0.013 0.016 0.008 0.000 0.000 0.391
0.001 0.065 0.143 0.000 0.148 0.034 0.014 0.034 0.000 0.007 0.244
0.060 0.084 0.846 0.057 0.104 0.078 0.017 0.064 0.000 0.000 0.609
0.020 0.176 0.333 0.090 0.225 0.090 0.022 0.074 0.000 0.000 0.195
0.049 0.437 0.333 0.127 0.265 0.075 0.012 0.087 0.000 0.000 0.252
0.056 0.635 0.297 0.145 0.199 0.077 0.008 0.082 0.000 0.000 0.141
0.174 1.260 0.371 0.245 0.573 0.043 0.034 0.000 0.000 0.009 0.234
0.047 0.342 0.371 0.035 0.411 0.007 0.027 0.000 0.000 0.023 0.576
0.082 0.596 0.371 0.183 0.188 0.096 0.036 0.064 0.000 0.000 0.450
0.211 0.586 0.600 0.294 0.673 0.164 0.049 0.148 0.000 0.000 0.563
0.143 0.477 0.548 0.178 0.666 0.078 0.020 0.080 0.000 0.000 0.683
0.020 0.221 0.297 0.117 0.100 0.101 0.021 0.096 0.000 0.000 0.427
0.108 0.212 0.714 0.050 0.273 0.043 0.032 0.026 0.000 0.000 0.526
0.027 0.157 0.412 0.065 0.383 0.075 0.009 0.068 0.000 0.000 0.257
0.187 0.518 0.600 0.282 0.471 0.170 0.035 0.157 0.000 0.000 0.275
0.102 0.601 0.412 0.216 0.899 0.125 0.038 0.108 0.000 0.000 0.401
0.083 0.604 0.371 0.159 0.684 0.018 0.022 0.027 0.000 0.000 0.744
0.000 0.140 0.021 0.007 0.293 0.007 0.006 0.015 0.000 0.000 0.293
0.004 0.290 0.116 0.019 0.797 0.011 0.041 0.019 0.000 0.000 0.826
0.000 0.058 0.043 0.031 0.792 0.066 0.019 0.066 0.000 0.000 0.859
0.001 0.088 0.091 0.045 0.225 0.082 0.024 0.082 0.000 0.000 0.680
0.000 0.019 0.043 0.016 0.755 0.081 0.016 0.077 0.000 0.000 0.719
0.008 0.088 0.297 0.056 0.147 0.116 0.081 0.099 0.000 0.000 0.151
0.000 0.010 0.021 0.000 0.431 0.016 0.007 0.020 0.000 0.004 0.453
0.000 0.019 0.043 0.000 0.299 0.000 0.000 0.000 0.000 0.007 0.320
0.003 0.219 0.116 0.039 0.402 0.028 0.012 0.043 0.000 0.000 0.365
0.000 0.067 0.067 0.004 0.578 0.029 0.002 0.029 0.000 0.000 0.569
0.000 0.257 0.043 0.020 0.489 0.085 0.005 0.093 0.000 0.000 0.523
0.001 0.115 0.067 0.000 0.587 0.003 0.014 0.007 0.000 0.000 0.466
0.002 0.086 0.143 0.000 0.416 0.040 0.067 0.029 0.000 0.022 0.513
0.000 0.045 0.067 0.000 0.573 0.041 0.016 0.038 0.000 0.026 0.299
0.000 0.039 0.091 0.011 0.787 0.022 0.022 0.033 0.000 0.000 0.741
0.023 0.110 0.455 0.035 0.269 0.063 0.134 0.053 0.000 0.000 0.297
0.000 0.033 0.067 0.023 0.200 0.055 0.026 0.070 0.000 0.000 0.189
0.000 0.010 0.021 0.000 1.211 0.004 0.000 0.007 0.000 0.000 1.193
0.000 0.106 0.067 0.018 0.240 0.077 0.001 0.077 0.000 0.000 0.180
0.003 0.401 0.091 0.071 0.472 0.098 0.004 0.098 0.000 0.000 0.409
0.000 0.132 0.043 0.000 0.138 0.011 0.011 0.022 0.000 0.000 0.213
0.003 0.127 0.143 0.050 0.128 0.033 0.066 0.037 0.000 0.000 0.510
0.007 0.241 0.171 0.042 0.487 0.038 0.036 0.046 0.000 0.000 0.518
0.001 0.063 0.091 0.000 0.499 0.060 0.015 0.048 0.000 0.052 0.272
0.003 0.086 0.171 0.084 0.323 0.042 0.020 0.038 0.000 0.000 0.299
0.006 0.088 0.263 0.057 0.399 0.057 0.122 0.057 0.000 0.000 0.437
0.012 0.104 0.333 0.053 0.512 0.019 0.070 0.011 0.000 0.000 0.445
0.000 0.102 0.067 0.057 0.419 0.032 0.008 0.028 0.000 0.000 0.523
0.001 0.079 0.116 0.011 0.900 0.059 0.004 0.077 0.000 0.000 1.013
0.003 0.344 0.091 0.023 0.348 0.034 0.011 0.030 0.000 0.000 0.301
0.009 0.449 0.143 0.057 0.418 0.000 0.071 0.004 0.000 0.016 0.721
0.028 0.407 0.263 0.102 0.560 0.038 0.089 0.021 0.000 0.000 0.408
0.016 0.228 0.263 0.053 0.624 0.019 0.030 0.000 0.000 0.019 0.356
0.001 0.088 0.116 0.000 0.653 0.017 0.031 0.021 0.000 0.021 0.922
0.006 0.111 0.231 0.097 0.605 0.062 0.083 0.058 0.000 0.000 0.967
0.027 0.128 0.455 0.072 1.415 0.061 0.140 0.053 0.000 0.000 1.488
0.003 0.086 0.200 0.055 0.412 0.075 0.059 0.080 0.000 0.000 0.364
0.048 0.350 0.371 0.103 0.722 0.045 0.087 0.041 0.000 0.000 0.635
0.002 0.250 0.091 0.033 0.500 0.070 0.040 0.066 0.000 0.000 0.213
0.024 0.590 0.200 0.065 1.143 0.046 0.026 0.051 0.000 0.000 1.097
0.012 0.422 0.171 0.037 1.430 0.046 0.027 0.037 0.000 0.000 1.261
0.048 0.352 0.371 0.036 0.783 0.016 0.090 0.000 0.000 0.032 0.564
0.014 0.265 0.231 0.029 0.250 0.046 0.106 0.033 0.000 0.000 0.450
0.049 0.288 0.412 0.199 0.260 0.068 0.035 0.072 0.000 0.000 0.372
0.001 0.071 0.143 0.000 0.657 0.012 0.031 0.016 0.000 0.028 0.481
0.019 0.112 0.412 0.067 0.427 0.040 0.055 0.047 0.000 0.000 0.433
0.032 0.187 0.412 0.159 0.254 0.090 0.082 0.095 0.000 0.000 0.439
0.006 0.222 0.171 0.071 0.513 0.054 0.041 0.054 0.000 0.000 0.803
0.029 0.420 0.263 0.067 0.530 0.028 0.086 0.047 0.000 0.000 0.548
0.055 0.495 0.333 0.108 0.226 0.044 0.016 0.056 0.000 0.000 0.252
0.015 0.500 0.171 0.056 0.441 0.087 0.043 0.087 0.000 0.000 0.297
0.078 0.378 0.455 0.055 0.391 0.032 0.145 0.000 0.000 0.032 0.535
0.028 0.314 0.297 0.127 0.373 0.015 0.052 0.000 0.000 0.031 0.132
0.036 0.264 0.371 0.140 0.516 0.075 0.071 0.053 0.000 0.000 0.835
0.048 0.234 0.455 0.067 0.564 0.007 0.090 0.000 0.000 0.014 0.626
0.049 0.136 0.600 0.000 0.550 0.034 0.104 0.008 0.000 0.034 0.570
0.018 0.160 0.333 0.075 0.392 0.067 0.081 0.067 0.000 0.000 0.475
0.053 0.255 0.455 0.055 0.507 0.073 0.027 0.005 0.000 0.000 1.175
0.048 0.429 0.333 0.129 0.542 0.055 0.076 0.000 0.000 0.031 0.592
0.057 0.515 0.333 0.060 0.442 0.000 0.077 0.019 0.000 0.000 0.243
0.110 0.439 0.500 0.104 1.047 0.000 0.104 0.004 0.000 0.041 0.960
0.064 0.461 0.371 0.105 0.512 0.050 0.074 0.050 0.000 0.000 0.380
0.122 0.340 0.600 0.056 0.612 0.016 0.093 0.000 0.000 0.008 0.492
0.056 0.331 0.412 0.130 0.532 0.099 0.137 0.054 0.000 0.000 0.792
0.040 0.194 0.455 0.051 0.915 0.033 0.058 0.014 0.000 0.000 0.776
0.040 0.159 0.500 0.023 0.782 0.009 0.094 0.036 0.000 0.000 0.735
0.110 0.305 0.600 0.070 1.434 0.043 0.150 0.017 0.000 0.000 1.792
0.223 0.437 0.714 0.160 0.972 0.074 0.113 0.037 0.000 0.000 0.938
0.105 0.419 0.500 0.066 0.859 0.044 0.049 0.044 0.000 0.000 0.382
0.102 0.601 0.412 0.064 0.282 0.004 0.055 0.000 0.000 0.020 0.407
0.002 0.347 0.067 0.002 0.347 0.018 0.004 0.018 0.000 0.000 0.406
0.000 0.096 0.043 0.019 0.659 0.075 0.006 0.053 0.000 0.000 1.308
0.000 0.049 0.021 0.010 1.275 0.029 0.000 0.029 0.000 0.000 1.196
0.000 0.026 0.021 0.000 0.603 0.053 0.000 0.053 0.000 0.057 0.522
0.000 0.018 0.091 0.000 0.580 0.067 0.000 0.067 0.000 0.020 0.544
0.001 0.031 0.143 0.028 0.449 0.023 0.013 0.020 0.000 0.000 0.395
0.000 0.000 0.000 0.034 0.711 0.026 0.002 0.032 0.000 0.000 0.712
0.003 0.143 0.143 0.003 0.122 0.029 0.002 0.029 0.000 0.000 0.121
0.000 0.052 0.043 0.005 0.657 0.013 0.008 0.010 0.000 0.000 0.489
0.001 0.336 0.043 0.016 0.195 0.042 0.004 0.042 0.000 0.000 0.297
0.004 0.320 0.116 0.000 0.215 0.030 0.003 0.037 0.000 0.012 0.233
0.003 0.313 0.091 0.029 0.281 0.060 0.001 0.070 0.000 0.000 0.431
0.000 0.094 0.067 0.007 0.572 0.044 0.004 0.033 0.000 0.000 0.632
0.001 0.074 0.116 0.058 0.688 0.066 0.003 0.064 0.000 0.000 0.503
0.000 0.023 0.091 0.013 0.573 0.050 0.003 0.050 0.000 0.000 0.954
0.005 0.042 0.333 0.019 1.039 0.014 0.004 0.000 0.000 0.014 1.324
0.000 0.024 0.043 0.014 0.884 0.054 0.000 0.049 0.000 0.000 0.840
0.000 0.056 0.091 0.010 0.127 0.033 0.000 0.041 0.000 0.000 0.114
0.002 0.187 0.091 0.028 0.920 0.014 0.008 0.017 0.000 0.000 0.920
0.005 0.547 0.091 0.027 0.235 0.007 0.004 0.007 0.000 0.000 0.226
0.012 0.414 0.171 0.035 0.332 0.047 0.010 0.042 0.000 0.000 0.248
0.064 0.579 0.333 0.045 0.869 0.000 0.004 0.015 0.000 0.035 0.445
0.001 0.102 0.091 0.000 0.653 0.022 0.003 0.022 0.000 0.015 0.555
0.000 0.035 0.091 0.000 0.336 0.032 0.002 0.030 0.000 0.024 1.376
0.001 0.041 0.171 0.000 0.204 0.033 0.005 0.023 0.000 0.005 0.153
0.008 0.060 0.371 0.000 0.263 0.033 0.008 0.024 0.000 0.035 0.283
0.009 0.169 0.231 0.099 0.245 0.043 0.015 0.031 0.000 0.000 0.254
0.000 0.098 0.067 0.000 0.547 0.024 0.000 0.024 0.000 0.000 0.548
0.020 0.383 0.231 0.029 0.653 0.029 0.013 0.022 0.000 0.000 0.356
0.007 0.500 0.116 0.014 0.701 0.024 0.007 0.024 0.000 0.000 0.779
0.010 0.258 0.200 0.043 0.452 0.012 0.007 0.027 0.000 0.000 0.549
0.010 0.488 0.143 0.000 0.762 0.036 0.006 0.025 0.000 0.034 0.840
0.018 0.341 0.231 0.102 0.474 0.072 0.010 0.064 0.000 0.000 0.176
0.004 0.143 0.171 0.028 0.353 0.026 0.003 0.022 0.000 0.000 0.444
0.001 0.039 0.143 0.052 0.277 0.058 0.003 0.065 0.000 0.000 0.321
0.008 0.087 0.297 0.036 0.441 0.022 0.024 0.022 0.000 0.000 0.542
0.002 0.085 0.143 0.002 0.402 0.000 0.007 0.012 0.000 0.025 0.395
0.005 0.174 0.171 0.055 0.200 0.047 0.005 0.049 0.000 0.000 0.240
0.018 0.441 0.200 0.075 0.224 0.042 0.010 0.036 0.000 0.000 0.166
0.026 0.482 0.231 0.005 0.749 0.013 0.007 0.011 0.000 0.000 0.805
0.046 0.522 0.297 0.072 0.244 0.006 0.010 0.000 0.000 0.027 0.240
0.026 0.482 0.231 0.062 0.523 0.039 0.008 0.034 0.000 0.000 0.538
0.016 0.306 0.231 0.016 0.910 0.005 0.003 0.000 0.000 0.000 0.796
0.001 0.069 0.116 0.042 0.298 0.026 0.013 0.026 0.000 0.000 0.938
0.001 0.058 0.143 0.011 1.380 0.025 0.012 0.014 0.000 0.000 1.324
0.009 0.125 0.263 0.069 0.406 0.048 0.007 0.034 0.000 0.000 0.646
0.006 0.110 0.231 0.035 0.412 0.038 0.004 0.035 0.000 0.000 0.513
0.016 0.303 0.231 0.040 1.097 0.014 0.013 0.014 0.000 0.000 0.585
0.019 0.362 0.231 0.064 0.298 0.055 0.006 0.032 0.000 0.000 0.397
0.023 0.580 0.200 0.018 0.585 0.034 0.006 0.031 0.000 0.000 0.930
0.108 0.638 0.412 0.053 0.379 0.011 0.022 0.000 0.000 0.011 0.415
0.059 0.428 0.371 0.097 0.728 0.000 0.008 0.017 0.000 0.000 2.231
0.007 0.231 0.171 0.058 0.324 0.017 0.004 0.029 0.000 0.000 0.334
0.020 0.224 0.297 0.057 0.628 0.030 0.015 0.033 0.000 0.000 1.644
0.006 0.083 0.263 0.024 0.721 0.051 0.010 0.035 0.000 0.000 1.019
0.053 0.213 0.500 0.124 0.317 0.037 0.025 0.026 0.000 0.000 0.436
0.004 0.136 0.171 0.071 0.151 0.052 0.004 0.052 0.000 0.000 0.158
0.087 0.419 0.455 0.127 0.380 0.028 0.030 0.025 0.000 0.000 0.395
0.041 0.370 0.333 0.076 0.541 0.073 0.024 0.013 0.000 0.000 0.485
0.041 0.593 0.263 0.048 0.332 0.054 0.012 0.042 0.000 0.000 0.315
0.115 0.460 0.500 0.084 0.348 0.000 0.023 0.000 0.000 0.014 0.255
0.194 0.646 0.548 0.088 0.731 0.036 0.008 0.033 0.000 0.000 0.682
0.077 0.308 0.500 0.085 0.389 0.030 0.015 0.018 0.000 0.000 0.570
0.097 0.226 0.655 0.123 0.833 0.036 0.017 0.019 0.000 0.000 1.016
0.008 0.111 0.263 0.061 0.309 0.035 0.015 0.019 0.000 0.000 0.542
0.104 0.288 0.600 0.173 1.308 0.053 0.038 0.034 0.000 0.000 1.450
0.127 0.249 0.714 0.129 0.766 0.010 0.016 0.000 0.000 0.022 0.660
0.039 0.281 0.371 0.026 0.146 0.005 0.008 0.002 0.000 0.000 0.257
0.031 0.449 0.263 0.059 0.477 0.031 0.017 0.020 0.000 0.000 1.002
0.620 0.866 0.846 0.081 0.577 0.052 0.011 0.009 0.000 0.000 0.479
0.000 0.078 0.043 0.031 0.475 0.023 0.003 0.033 0.000 0.000 0.534
0.000 0.125 0.055 0.002 0.144 0.008 0.006 0.000 0.000 0.004 0.501
0.000 0.149 0.032 0.014 0.307 0.012 0.003 0.010 0.000 0.000 0.351
0.000 0.038 0.021 0.000 0.413 0.009 0.002 0.013 0.000 0.004 0.476
0.000 0.057 0.067 0.000 1.342 0.018 0.007 0.018 0.000 0.008 1.645
0.000 0.057 0.067 0.019 0.546 0.044 0.001 0.044 0.000 0.000 0.511
0.000 0.058 0.032 0.004 0.365 0.028 0.000 0.028 0.000 0.000 0.362
0.000 0.197 0.043 0.009 0.244 0.002 0.000 0.002 0.000 0.000 0.231
0.000 0.163 0.021 0.021 0.617 0.006 0.001 0.000 0.000 0.006 0.581
0.000 0.000 0.000 0.000 0.389 0.043 0.000 0.043 0.000 0.000 0.389
0.000 0.020 0.021 0.025 0.299 0.042 0.002 0.036 0.000 0.000 0.409
0.000 0.107 0.032 0.006 0.159 0.015 0.001 0.021 0.000 0.000 0.458
0.000 0.049 0.011 0.000 0.288 0.007 0.000 0.009 0.000 0.007 0.350
0.000 0.105 0.055 0.018 0.289 0.000 0.003 0.009 0.000 0.002 0.830
0.002 0.104 0.129 0.005 0.138 0.024 0.008 0.029 0.000 0.000 0.786
0.000 0.048 0.055 0.000 0.476 0.008 0.002 0.004 0.000 0.000 0.475
0.000 0.071 0.043 0.008 0.228 0.055 0.000 0.055 0.000 0.000 0.223
0.000 0.158 0.043 0.014 0.462 0.040 0.002 0.036 0.000 0.000 0.428
0.000 0.173 0.043 0.008 0.660 0.022 0.000 0.022 0.000 0.000 0.638
0.000 0.000 0.000 0.000 0.230 0.023 0.000 0.023 0.000 0.000 0.230
0.003 0.413 0.079 0.031 0.400 0.027 0.007 0.032 0.000 0.000 0.523
0.001 0.206 0.067 0.027 0.193 0.014 0.004 0.016 0.000 0.000 0.807
0.001 0.165 0.067 0.006 0.795 0.000 0.007 0.006 0.000 0.002 0.984
0.001 0.168 0.067 0.031 0.400 0.036 0.007 0.027 0.000 0.000 0.966
0.000 0.065 0.079 0.000 0.243 0.016 0.003 0.021 0.000 0.039 0.233
0.000 0.062 0.067 0.021 0.278 0.000 0.002 0.000 0.000 0.004 0.252
0.001 0.145 0.067 0.026 0.547 0.034 0.002 0.036 0.000 0.000 0.511
0.003 0.345 0.091 0.034 0.609 0.010 0.002 0.008 0.000 0.000 0.550
0.000 0.158 0.021 0.010 0.526 0.038 0.000 0.038 0.000 0.000 0.508
0.001 0.326 0.055 0.014 0.380 0.002 0.001 0.000 0.000 0.000 0.335
0.006 0.470 0.116 0.046 0.310 0.025 0.009 0.025 0.000 0.000 0.500
0.005 0.491 0.103 0.047 0.312 0.042 0.005 0.045 0.000 0.000 0.962
0.001 0.151 0.091 0.027 0.196 0.021 0.008 0.029 0.000 0.000 0.331
0.002 0.199 0.103 0.021 0.210 0.033 0.007 0.029 0.000 0.000 0.981
0.000 0.059 0.067 0.010 0.423 0.018 0.004 0.016 0.000 0.000 0.475
0.001 0.111 0.103 0.055 0.425 0.078 0.006 0.073 0.000 0.000 0.366
0.001 0.129 0.079 0.011 0.190 0.018 0.000 0.022 0.000 0.000 0.187
0.004 0.372 0.103 0.057 0.275 0.065 0.002 0.067 0.000 0.000 0.215
0.001 0.311 0.067 0.014 0.235 0.024 0.000 0.024 0.000 0.000 0.196
0.002 0.509 0.067 0.030 0.178 0.022 0.001 0.024 0.000 0.000 0.141
0.003 0.492 0.079 0.030 0.266 0.050 0.006 0.046 0.000 0.000 0.384
0.011 0.630 0.129 0.074 0.377 0.018 0.014 0.014 0.000 0.000 1.180
0.022 0.548 0.200 0.095 0.612 0.074 0.011 0.064 0.000 0.000 0.887
0.008 0.265 0.171 0.044 0.425 0.046 0.008 0.044 0.000 0.000 1.416
0.002 0.114 0.129 0.044 0.250 0.028 0.008 0.036 0.000 0.000 0.385
0.003 0.125 0.143 0.013 0.561 0.040 0.001 0.040 0.000 0.000 0.595
0.002 0.184 0.103 0.030 0.129 0.054 0.002 0.051 0.000 0.000 0.150
0.011 0.460 0.157 0.047 0.269 0.031 0.000 0.033 0.000 0.000 0.205
0.013 0.653 0.143 0.030 0.148 0.024 0.000 0.024 0.000 0.000 0.138
0.003 0.404 0.091 0.020 0.290 0.004 0.000 0.004 0.000 0.000 0.253
0.013 0.541 0.157 0.055 0.252 0.010 0.007 0.010 0.000 0.000 0.445
0.015 0.529 0.171 0.031 0.507 0.012 0.010 0.014 0.000 0.000 1.141
0.026 0.561 0.215 0.063 0.315 0.027 0.010 0.031 0.000 0.000 0.433
0.006 0.298 0.143 0.035 0.432 0.017 0.010 0.000 0.000 0.000 0.887
0.007 0.184 0.200 0.035 0.288 0.023 0.016 0.013 0.000 0.000 0.342
0.012 0.291 0.200 0.044 0.359 0.044 0.006 0.048 0.000 0.000 0.345
0.003 0.245 0.103 0.033 0.243 0.039 0.002 0.039 0.000 0.000 0.218
0.004 0.340 0.103 0.036 0.217 0.050 0.002 0.054 0.000 0.000 0.165
0.019 0.653 0.171 0.053 0.390 0.031 0.002 0.033 0.000 0.000 0.415
0.052 0.859 0.247 0.064 0.312 0.028 0.003 0.028 0.000 0.000 0.264
0.041 0.763 0.231 0.081 0.293 0.030 0.013 0.047 0.000 0.000 0.971
0.003 0.323 0.091 0.000 0.294 0.008 0.004 0.002 0.000 0.012 0.996
0.012 0.475 0.157 0.036 0.545 0.021 0.013 0.013 0.000 0.000 0.835
0.012 0.364 0.185 0.048 0.501 0.044 0.013 0.042 0.000 0.000 0.756
0.055 0.359 0.391 0.092 0.298 0.073 0.014 0.068 0.000 0.000 0.507
0.004 0.189 0.143 0.044 0.442 0.077 0.003 0.081 0.000 0.000 0.403
0.009 0.303 0.171 0.055 0.267 0.082 0.004 0.084 0.000 0.000 0.215
0.015 0.451 0.185 0.050 0.318 0.038 0.005 0.036 0.000 0.000 0.244
0.050 0.725 0.263 0.077 0.192 0.066 0.002 0.066 0.000 0.000 0.109
0.024 0.695 0.185 0.041 0.127 0.023 0.000 0.023 0.000 0.000 0.122
0.000 0.004 0.011 0.002 0.239 0.022 0.001 0.021 0.000 0.000 0.311
0.000 0.151 0.021 0.019 0.210 0.020 0.002 0.020 0.000 0.000 0.985
0.000 0.008 0.021 0.007 0.245 0.002 0.003 0.004 0.000 0.000 0.275
0.000 0.077 0.032 0.001 0.130 0.025 0.000 0.024 0.000 0.000 0.903
0.000 0.017 0.043 0.000 0.333 0.009 0.003 0.018 0.000 0.001 0.412
0.005 0.067 0.280 0.016 0.221 0.023 0.000 0.023 0.000 0.000 1.087
0.000 0.020 0.021 0.002 0.282 0.011 0.000 0.011 0.000 0.000 0.300
0.000 0.004 0.011 0.000 0.345 0.021 0.000 0.020 0.000 0.000 0.345
0.000 0.058 0.032 0.004 0.196 0.015 0.000 0.015 0.000 0.000 0.188
0.000 0.180 0.011 0.002 0.285 0.002 0.000 0.002 0.000 0.000 0.279
0.001 0.278 0.043 0.000 0.126 0.011 0.001 0.011 0.000 0.009 0.180
0.000 0.146 0.032 0.013 0.264 0.022 0.001 0.018 0.000 0.000 0.709
0.000 0.150 0.043 0.008 0.071 0.019 0.001 0.022 0.000 0.000 0.140
0.000 0.030 0.011 0.028 0.160 0.036 0.002 0.036 0.000 0.000 1.837
0.000 0.043 0.091 0.018 0.117 0.030 0.002 0.017 0.000 0.000 0.907
0.003 0.061 0.231 0.000 0.290 0.008 0.000 0.015 0.000 0.000 0.257
0.000 0.061 0.067 0.022 0.135 0.032 0.001 0.032 0.000 0.000 0.129
0.000 0.152 0.055 0.024 0.189 0.039 0.001 0.039 0.000 0.000 0.139
0.000 0.125 0.032 0.019 0.499 0.018 0.000 0.018 0.000 0.000 0.446
0.001 0.405 0.043 0.022 0.162 0.018 0.000 0.018 0.000 0.000 0.131
0.004 0.442 0.091 0.022 0.158 0.006 0.003 0.004 0.000 0.000 0.325
0.002 0.360 0.067 0.051 0.206 0.010 0.003 0.018 0.000 0.000 0.983
0.002 0.248 0.091 0.054 0.189 0.020 0.005 0.013 0.000 0.000 0.335
0.000 0.091 0.043 0.028 0.153 0.045 0.003 0.042 0.000 0.000 1.047
0.000 0.033 0.043 0.030 0.223 0.047 0.001 0.045 0.000 0.000 0.340
0.006 0.079 0.263 0.001 0.428 0.011 0.001 0.014 0.000 0.000 0.508
0.000 0.103 0.055 0.030 0.200 0.040 0.001 0.040 0.000 0.000 0.290
