,Comple,Symm,UnFairSLA,BestScheduler
1320,0.296000,0.500000,0.000000,DRF
1321,0.296000,0.500000,0.500000,Perf
1322,0.296000,0.500000,1.000000,Perf
1323,0.296000,0.500000,1.500000,Perf
1324,0.296000,0.500000,2.000000,Perf
1325,0.296000,0.500000,2.500000,Perf
1326,0.164000,0.200000,0.000000,DRF
1327,0.164000,0.200000,0.500000,DRF
1328,0.164000,0.200000,1.000000,DRF
1329,0.164000,0.200000,1.500000,DRF
1330,0.164000,0.200000,2.000000,Perf
1331,0.164000,0.200000,2.500000,Perf
1332,0.047000,0.714000,0.000000,DRF
1333,0.047000,0.714000,0.500000,DRF
1334,0.047000,0.714000,1.000000,DRF
1335,0.047000,0.714000,1.500000,DRF
1336,0.047000,0.714000,2.000000,DRF
1337,0.047000,0.714000,2.500000,DRF
1338,0.045000,0.500000,0.000000,DRF
1339,0.045000,0.500000,0.500000,Perf
1340,0.045000,0.500000,1.000000,Perf
1341,0.045000,0.500000,1.500000,Perf
1342,0.045000,0.500000,2.000000,Perf
1343,0.045000,0.500000,2.500000,Perf
1344,0.027000,0.500000,0.000000,DRF
